id_spp,especie,grupo,id_pto,classe,ordem,familia,lat,long,cat_anterior,cat_validada,sensivel,situacao,datum,precisao,referencia,metodologia,descricao,presenca_atual,ano,pais,estado,bioma,basedados,planil_orig,ilha
46,Liolaemus lutzae,Lagartos,1444,Reptilia,Squamata,Liolaemidae,-22.85638889,-41.98833333,Criticamente em Perigo (CR),Em Perigo (EN),Não,Utilizado na avaliação,SIRGAS 2000,Exata,,,Coordenada do artigo.,Desconhecido,,Brasil,Rio de Janeiro,Mata Atlântica,salve,sppameacadas_SE,
47,Melanophryniscus setiba,Anfíbios,1445,Amphibia,Anura,Bufonidae,-20.606944,-40.416944,Criticamente em Perigo (CR),Vulnerável (VU),Não,Utilizado na avaliação,SIRGAS 2000,Aproximada,Unidade de Conservação,Outra,,,,Brasil,Espírito Santo,Mata Atlântica,salve,sppameacadas_SE,
48,Nyctimantis pomba,Anfíbios,1446,Amphibia,Anura,Hylidae,-21.338158,-42.762573,Criticamente em Perigo (CR),Criticamente em Perigo (CR),Não,Utilizado na avaliação,SIRGAS 2000,Aproximada,Rio,Outra,,,,Brasil,Minas Gerais,Mata Atlântica,salve,sppameacadas_SE,
65,Stenocercus quinarius,Lagartos,1676,Reptilia,Squamata,Tropiduridae,-15.343889,-45.950278,Menos Preocupante (LC),Vulnerável (VU),Não,Utilizado na avaliação,Não informado,Desconhecida,,,,,,Brasil,Minas Gerais,Cerrado,salve,sppameacadas_SE,
65,Stenocercus quinarius,Lagartos,1677,Reptilia,Squamata,Tropiduridae,-14.54507,-45.24205,Menos Preocupante (LC),Vulnerável (VU),Não,Utilizado na avaliação,Não informado,Desconhecida,,,,,,Brasil,Bahia,Cerrado,salve,sppameacadas_SE,
65,Stenocercus quinarius,Lagartos,1678,Reptilia,Squamata,Tropiduridae,-15.510556,-45.383611,Menos Preocupante (LC),Vulnerável (VU),Não,Utilizado na avaliação,Não informado,Desconhecida,,,,,,Brasil,Minas Gerais,Cerrado,salve,sppameacadas_SE,
65,Stenocercus quinarius,Lagartos,1679,Reptilia,Squamata,Tropiduridae,-15.253611,-45.888889,Menos Preocupante (LC),Vulnerável (VU),Não,Utilizado na avaliação,Não informado,Desconhecida,,,,,,Brasil,Minas Gerais,Cerrado,salve,sppameacadas_SE,
65,Stenocercus quinarius,Lagartos,1680,Reptilia,Squamata,Tropiduridae,-13.9375,-45.9375,Menos Preocupante (LC),Vulnerável (VU),Não,Utilizado na avaliação,Não informado,Desconhecida,,,,,,Brasil,Bahia,Cerrado,salve,sppameacadas_SE,
65,Stenocercus quinarius,Lagartos,1681,Reptilia,Squamata,Tropiduridae,-15.8036,-46.002441,Menos Preocupante (LC),Vulnerável (VU),Não,Utilizado na avaliação,Não informado,Desconhecida,,,,,,Brasil,Minas Gerais,Cerrado,salve,sppameacadas_SE,
65,Stenocercus quinarius,Lagartos,1682,Reptilia,Squamata,Tropiduridae,-15.458816,-45.440201,Menos Preocupante (LC),Vulnerável (VU),Não,Utilizado na avaliação,Não informado,Desconhecida,,,,,,Brasil,Minas Gerais,Cerrado,salve,sppameacadas_SE,
65,Stenocercus quinarius,Lagartos,1683,Reptilia,Squamata,Tropiduridae,-15.455556,-45.809722,Menos Preocupante (LC),Vulnerável (VU),Não,Utilizado na avaliação,Não informado,Desconhecida,,,,,,Brasil,Minas Gerais,Cerrado,salve,sppameacadas_SE,
65,Stenocercus quinarius,Lagartos,1686,Reptilia,Squamata,Tropiduridae,-10.63270368,-46.13097138,Menos Preocupante (LC),Vulnerável (VU),Não,Utilizado na avaliação,SIRGAS 2000,Desconhecida,,,,Desconhecido,,Brasil,Bahia,Cerrado,salve,sppameacadas_SE,
